"","res_id","date_gen","date_checkin","nights","guests","ori_id","agency_id","mean_price_per_night","status"
"1",12423041,2021-12-17,2022-01-07,2,2,12,"Agencia_61",52.5,"Cancelled"
"2",12423225,2021-12-17,2022-01-07,2,2,12,"Agencia_61",52.5,"Cancelled"
"3",12423227,2021-12-17,2022-01-09,1,1,12,"Agencia_61",50.1,"Cancelled"
"4",12912535,2022-02-18,2022-02-19,1,2,4,"Agencia_52",0,"Confirmed"
"5",10194056,2020-09-16,2021-01-20,4,3,4,"Agencia_10",60.69,"Confirmed"
"6",10195045,2020-11-06,2021-02-26,3,2,4,"Agencia_10",71.4,"Confirmed"
"7",10195046,2020-11-06,2021-02-26,3,1,4,"Agencia_10",71.4,"Confirmed"
"8",10197786,2020-11-07,2021-02-26,2,2,4,"Agencia_10",62.205,"Confirmed"
"9",10195047,2020-11-06,2021-02-26,3,1,4,"Agencia_10",71.4,"Confirmed"
"10",10195048,2020-11-06,2021-02-26,3,2,4,"Agencia_10",71.4,"Confirmed"
"11",10195049,2020-11-06,2021-02-26,3,1,4,"Agencia_10",71.4,"Confirmed"
"12",10213573,2020-11-13,2021-01-18,13,2,4,"Agencia_10",46.5738461538462,"Confirmed"
"13",10229287,2020-12-03,2021-01-05,1,2,4,"Agencia_10",44.31,"Confirmed"
"14",10276120,2020-12-06,2021-01-02,4,2,4,"Agencia_10",51.975,"Cancelled"
"15",10292697,2020-12-12,2021-02-20,5,2,4,"Agencia_10",43.066,"Confirmed"
"16",10263630,2020-12-03,2021-01-06,4,2,4,"Agencia_10",41.715,"Confirmed"
"17",10283317,2020-12-09,2021-01-01,13,1,4,"Agencia_10",40.5838461538462,"Cancelled"
"18",10285160,2020-12-10,2021-01-28,1,2,4,"Agencia_10",57.6,"Confirmed"
"19",10299508,2020-12-14,2021-01-04,2,2,4,"Agencia_10",32.57,"Confirmed"
"20",10300305,2020-12-15,2021-01-03,5,2,4,"Agencia_10",36.63,"Cancelled"
"21",10301590,2020-12-15,2021-01-12,3,1,4,"Agencia_10",25.2266666666667,"Cancelled"
"22",10304851,2020-12-16,2021-01-09,1,2,4,"Agencia_10",53.1,"Confirmed"
"23",10316171,2020-12-20,2021-01-05,1,2,4,"Agencia_10",44.1,"Confirmed"
"24",10308888,2020-12-17,2021-01-18,1,1,4,"Agencia_10",44.21,"Confirmed"
"25",10311500,2020-12-18,2021-01-07,3,2,4,"Agencia_10",35.2666666666667,"Confirmed"
"26",10350430,2021-01-02,2021-01-03,3,2,4,"Agencia_10",40.5,"Confirmed"
"27",10322998,2020-12-22,2021-01-23,1,2,4,"Agencia_10",59,"Confirmed"
"28",10322994,2020-12-22,2021-01-08,3,1,4,"Agencia_10",30.2533333333333,"Confirmed"
"29",10323452,2020-12-22,2021-01-13,4,2,4,"Agencia_10",45.985,"Confirmed"
"30",10343068,2020-12-30,2021-01-08,1,2,4,"Agencia_10",40.5,"Confirmed"
"31",10350805,2021-01-03,2021-01-03,1,2,4,"Agencia_10",40.5,"Cancelled"
"32",10326384,2020-12-24,2021-01-12,1,3,4,"Agencia_10",44.87,"Confirmed"
"33",10344434,2020-12-31,2021-01-07,1,3,4,"Agencia_10",52.97,"Confirmed"
"34",10344788,2020-12-31,2021-01-02,1,2,4,"Agencia_10",50.3,"Confirmed"
"35",10336997,2020-12-28,2021-01-11,2,2,4,"Agencia_10",51.005,"Confirmed"
"36",10347810,2021-01-01,2021-01-04,1,2,4,"Agencia_10",40.5,"Confirmed"
"37",10339016,2020-12-29,2021-01-02,2,2,4,"Agencia_10",54.005,"Confirmed"
"38",10339339,2020-12-29,2021-01-03,1,2,4,"Agencia_10",40.5,"Confirmed"
"39",10339445,2020-12-29,2021-01-10,4,2,4,"Agencia_10",42.925,"Confirmed"
"40",10354195,2021-01-04,2021-01-05,2,2,4,"Agencia_10",40.5,"Confirmed"
"41",10393628,2021-01-19,2021-01-19,1,2,4,"Agencia_10",47.81,"Cancelled"
"42",10359676,2021-01-06,2021-01-07,1,1,4,"Agencia_10",37,"Cancelled"
"43",10360335,2021-01-06,2021-01-14,1,2,4,"Agencia_10",53,"Confirmed"
"44",10361909,2021-01-07,2021-01-07,1,2,4,"Agencia_10",40.5,"Cancelled"
"45",10363112,2021-01-07,2021-01-08,7,2,4,"Agencia_10",44.1,"Cancelled"
"46",10389404,2021-01-17,2021-01-19,2,2,4,"Agencia_10",53,"Confirmed"
"47",10363919,2021-01-08,2021-01-08,1,2,4,"Agencia_10",40.5,"Cancelled"
"48",10364151,2021-01-07,2021-01-08,1,2,4,"Agencia_10",33.01,"Cancelled"
"49",10364868,2021-01-08,2021-01-08,1,2,4,"Agencia_10",24.51,"Cancelled"
"50",10365135,2021-01-08,2021-01-08,1,2,4,"Agencia_10",40.5,"Cancelled"
"51",10365212,2021-01-08,2021-01-08,1,2,4,"Agencia_10",40.5,"Cancelled"
"52",10381888,2021-01-14,2021-01-19,1,1,4,"Agencia_10",35.33,"Confirmed"
"53",10381891,2021-01-14,2021-01-19,1,1,4,"Agencia_10",35.33,"Confirmed"
"54",10366773,2021-01-09,2021-01-09,1,2,4,"Agencia_10",44.1,"Confirmed"
"55",10367362,2021-01-09,2021-01-09,1,2,4,"Agencia_10",44.31,"Confirmed"
"56",10367358,2021-01-09,2021-01-11,3,2,4,"Agencia_10",49,"Cancelled"
"57",10368575,2021-01-09,2021-01-10,2,2,4,"Agencia_10",42.5,"Cancelled"
"58",10368925,2021-01-09,2021-01-10,1,2,4,"Agencia_10",37.7,"Confirmed"
"59",10384478,2021-01-15,2021-01-15,1,2,4,"Agencia_10",47.7,"Cancelled"
"60",10385010,2021-01-15,2021-01-15,1,2,4,"Agencia_10",37.01,"Cancelled"
"61",10385008,2021-01-15,2021-01-15,1,2,4,"Agencia_10",37.01,"Cancelled"
"62",10385054,2021-01-15,2021-01-16,1,2,4,"Agencia_10",53.31,"Cancelled"
"63",10390684,2021-01-18,2021-02-13,1,2,4,"Agencia_10",43.01,"Confirmed"
"64",10390704,2021-01-18,2021-01-21,1,1,4,"Agencia_10",36.82,"Confirmed"
"65",10370587,2021-01-10,2021-01-11,1,2,4,"Agencia_10",44.1,"Cancelled"
"66",10370933,2021-01-11,2021-01-11,1,2,4,"Agencia_10",44.1,"Cancelled"
"67",10395147,2021-01-19,2021-01-23,1,2,4,"Agencia_10",53.1,"Cancelled"
"68",10391446,2021-01-18,2021-01-25,1,1,4,"Agencia_10",36.82,"Confirmed"
"69",10391669,2021-01-18,2021-01-25,2,2,4,"Agencia_10",44.1,"Confirmed"
"70",10397644,2021-01-20,2021-02-08,5,2,4,"Agencia_10",37.48,"Confirmed"
"71",10371828,2021-01-11,2021-01-11,2,2,4,"Agencia_10",44.1,"Cancelled"
"72",10371957,2021-01-11,2021-01-12,2,1,4,"Agencia_10",42.505,"Cancelled"
"73",10387589,2021-01-16,2021-01-19,1,2,4,"Agencia_10",53,"Confirmed"
"74",10363909,2021-01-08,2021-01-12,2,3,4,"Agencia_10",49.45,"Cancelled"
"75",10398702,2021-01-21,2021-01-23,4,2,4,"Agencia_10",43.5475,"Confirmed"
"76",10399071,2021-01-21,2021-01-23,1,2,4,"Agencia_10",51.3,"Confirmed"
"77",10399074,2021-01-21,2021-01-24,3,2,4,"Agencia_10",41.2966666666667,"Confirmed"
"78",10409509,2021-01-25,2021-04-01,4,2,4,"Agencia_10",40.53,"Confirmed"
"79",10406047,2021-01-24,2021-04-01,4,2,4,"Agencia_10",48.6525,"Confirmed"
"80",10406082,2021-01-24,2021-04-01,3,2,4,"Agencia_10",62.3066666666667,"Confirmed"
"81",10406093,2021-01-24,2021-04-01,3,2,4,"Agencia_10",62.3066666666667,"Confirmed"
"82",10406127,2021-01-24,2021-01-25,1,2,4,"Agencia_10",44.1,"Cancelled"
"83",10406530,2021-01-24,2021-05-13,3,2,4,"Agencia_10",92.6733333333333,"Confirmed"
"84",10406532,2021-01-24,2021-05-13,3,2,4,"Agencia_10",92.6733333333333,"Confirmed"
"85",10406543,2021-01-24,2021-05-13,3,2,4,"Agencia_10",92.6733333333333,"Confirmed"
"86",10411015,2021-01-26,2021-01-26,1,2,4,"Agencia_10",51,"Confirmed"
"87",10408853,2021-01-25,2021-02-09,1,1,4,"Agencia_10",41.65,"Cancelled"
"88",10421685,2021-01-30,2021-04-01,3,2,4,"Agencia_10",0,"Confirmed"
"89",10422308,2021-01-30,2021-03-28,7,2,4,"Agencia_10",47.8628571428571,"Confirmed"
"90",10423621,2021-01-31,2021-02-12,2,2,4,"Agencia_10",45.8,"Cancelled"
"91",10425842,2021-02-01,2021-05-31,4,2,4,"Agencia_10",10.1375,"Confirmed"
"92",10425841,2021-02-01,2021-03-26,3,3,4,"Agencia_10",61.7133333333333,"Confirmed"
"93",10425848,2021-02-01,2021-02-13,1,2,4,"Agencia_10",61,"Cancelled"
"94",10426248,2021-02-01,2021-02-01,1,2,4,"Agencia_10",44.1,"Cancelled"
"95",10412117,2021-01-26,2021-01-27,1,2,4,"Agencia_10",44.1,"Cancelled"
"96",10413123,2021-01-27,2021-01-28,1,2,4,"Agencia_10",44.1,"Confirmed"
"97",10413956,2021-01-27,2021-01-31,1,2,4,"Agencia_10",44.1,"Confirmed"
"98",10469537,2021-02-16,2021-05-04,4,3,4,"Agencia_10",52.51,"Confirmed"
"99",10436280,2021-02-04,2021-04-15,3,3,4,"Agencia_10",62.71,"Confirmed"
"100",10436279,2021-02-05,2021-05-14,9,2,4,"Agencia_10",42.9266666666667,"Confirmed"
"101",10438024,2021-02-05,2021-02-05,3,2,4,"Agencia_10",54.33,"Cancelled"
"102",10439090,2021-02-06,2021-04-08,3,2,4,"Agencia_10",5.01333333333333,"Confirmed"
"103",10440330,2021-02-06,2021-02-26,1,2,4,"Agencia_10",44.31,"Confirmed"
"104",10458356,2021-02-12,2021-04-22,4,2,4,"Agencia_10",41.695,"Confirmed"
"105",10441870,2021-02-07,2021-02-07,1,2,4,"Agencia_10",49,"Confirmed"
"106",10477389,2021-02-18,2021-02-19,1,2,4,"Agencia_10",43.01,"Cancelled"
"107",10460274,2021-02-12,2021-02-13,2,2,4,"Agencia_10",54,"Confirmed"
"108",10447592,2021-02-09,2021-03-19,2,2,4,"Agencia_10",57.6,"Confirmed"
"109",10461447,2021-02-13,2021-02-13,1,2,4,"Agencia_10",53.31,"Cancelled"
"110",10448719,2021-02-09,2021-02-13,1,2,4,"Agencia_10",50.3,"Cancelled"
"111",10461643,2021-02-13,2021-02-18,1,2,4,"Agencia_10",44.1,"Cancelled"
"112",10461870,2021-02-13,2021-05-23,5,2,4,"Agencia_10",44.356,"Confirmed"
"113",10462100,2021-02-13,2021-02-14,1,2,4,"Agencia_10",51,"Confirmed"
"114",10449270,2021-02-09,2021-05-24,3,2,4,"Agencia_10",40.55,"Confirmed"
"115",10449469,2021-02-09,2021-02-21,1,2,4,"Agencia_10",32.27,"Confirmed"
"116",10450415,2021-02-10,2021-04-14,3,2,4,"Agencia_10",38.3166666666667,"Confirmed"
"117",10449685,2021-02-09,2021-05-10,7,2,4,"Agencia_10",41.2042857142857,"Confirmed"
"118",10451054,2021-02-10,2021-02-12,1,2,4,"Agencia_10",41.3,"Confirmed"
"119",10463372,2021-02-14,2021-03-18,3,2,4,"Agencia_10",36.99,"Confirmed"
"120",10463723,2021-02-14,2021-05-14,3,2,4,"Agencia_10",46.75,"Confirmed"
"121",10463907,2021-02-14,2021-02-16,1,2,4,"Agencia_10",44.1,"Confirmed"
"122",10475755,2021-02-18,2021-02-20,1,2,4,"Agencia_10",61,"Confirmed"
"123",10465329,2021-02-15,2021-05-14,3,2,4,"Agencia_10",46.0566666666667,"Confirmed"
"124",10465332,2021-02-15,2021-05-14,3,2,4,"Agencia_10",46.0566666666667,"Confirmed"
"125",10465644,2021-02-15,2021-05-15,3,2,4,"Agencia_10",44.0533333333333,"Confirmed"
"126",10465787,2021-02-15,2021-04-16,7,3,4,"Agencia_10",53.1642857142857,"Confirmed"
"127",10467143,2021-02-15,2021-02-16,1,1,4,"Agencia_10",36.6,"Cancelled"
"128",10476174,2021-02-18,2021-02-18,1,2,4,"Agencia_10",59,"Cancelled"
"129",10454155,2021-02-11,2021-05-22,2,2,4,"Agencia_10",53.105,"Confirmed"
"130",10454157,2021-02-11,2021-05-22,2,2,4,"Agencia_10",53.105,"Confirmed"
"131",10454159,2021-02-11,2021-05-22,2,2,4,"Agencia_10",53.105,"Confirmed"
"132",10454659,2021-02-11,2021-02-12,1,2,4,"Agencia_10",37.04,"Cancelled"
"133",10455072,2021-02-11,2021-02-16,2,2,4,"Agencia_10",44.1,"Confirmed"
"134",10483839,2021-02-21,2021-05-07,3,2,4,"Agencia_10",37.5266666666667,"Confirmed"
"135",10484130,2021-02-21,2021-02-21,1,2,4,"Agencia_10",44,"Cancelled"
"136",10485375,2020-08-15,2021-03-27,4,2,4,"Agencia_10",61.605,"Confirmed"
"137",10485737,2021-02-22,2021-04-30,3,2,4,"Agencia_10",47.68,"Confirmed"
"138",10486240,2021-02-22,2021-04-22,6,2,4,"Agencia_10",37.0883333333333,"Confirmed"
"139",10486420,2021-02-22,2021-03-05,3,3,4,"Agencia_10",48.3633333333333,"Confirmed"
"140",10487955,2021-02-22,2021-02-26,1,2,4,"Agencia_10",61,"Confirmed"
"141",10488874,2021-02-22,2021-02-23,14,2,4,"Agencia_10",47.4178571428571,"Confirmed"
"142",10481005,2021-02-19,2021-03-08,5,2,4,"Agencia_10",29.224,"Confirmed"
"143",10481346,2020-12-10,2021-03-25,3,2,4,"Agencia_10",54.28,"Confirmed"
"144",10482192,2021-02-20,2021-05-14,2,2,4,"Agencia_10",50.4,"Confirmed"
"145",10491549,2021-02-23,2021-02-23,1,3,4,"Agencia_10",55.01,"Confirmed"
"146",10497074,2021-02-25,2021-02-27,1,2,4,"Agencia_10",61.01,"Confirmed"
"147",10500992,2021-02-26,2021-03-03,1,1,4,"Agencia_10",38.37,"Confirmed"
"148",10483373,2021-02-21,2021-03-29,3,2,4,"Agencia_10",45.13,"Confirmed"
"149",10501014,2021-02-26,2021-03-03,1,1,4,"Agencia_10",38.37,"Confirmed"
"150",10518142,2021-03-03,2021-03-06,1,2,4,"Agencia_10",42.3,"Cancelled"
"151",10520004,2021-03-03,2021-03-06,1,2,4,"Agencia_10",42.3,"Cancelled"
"152",10518432,2021-03-03,2021-03-05,1,2,4,"Agencia_10",42.3,"Confirmed"
"153",10516562,2021-03-03,2021-03-05,2,2,4,"Agencia_10",10.575,"Confirmed"
"154",10518531,2021-03-03,2021-03-06,2,2,4,"Agencia_10",43.2,"Confirmed"
"155",10520103,2021-03-03,2021-03-06,1,2,4,"Agencia_10",42.3,"Confirmed"
"156",10507425,2021-02-28,2021-02-28,1,2,4,"Agencia_10",39.6,"Cancelled"
"157",10510500,2021-03-01,2021-03-04,1,2,4,"Agencia_10",53.1,"Confirmed"
"158",10524888,2021-03-05,2021-03-06,1,2,4,"Agencia_10",42.3,"Cancelled"
"159",10529713,2021-03-06,2021-03-06,1,2,4,"Agencia_10",35.1,"Cancelled"
"160",10530812,2021-03-06,2021-03-06,1,1,4,"Agencia_10",34.55,"Cancelled"
"161",10529788,2021-03-06,2021-03-06,1,2,4,"Agencia_10",42.3,"Confirmed"
"162",10530823,2021-03-06,2021-03-06,2,2,4,"Agencia_10",53.1,"Cancelled"
"163",10527592,2021-03-05,2021-03-06,1,2,4,"Agencia_10",47,"Confirmed"
"164",10531303,2021-03-06,2021-03-12,3,2,4,"Agencia_10",49,"Cancelled"
"165",10524309,2021-03-04,2021-03-05,1,2,4,"Agencia_10",26.31,"Cancelled"
"166",10529025,2021-03-06,2021-03-10,1,1,4,"Agencia_10",36.1,"Confirmed"
"167",10529026,2021-03-06,2021-03-14,1,1,4,"Agencia_10",49,"Confirmed"
"168",10527588,2021-03-05,2021-03-06,1,2,4,"Agencia_10",42.3,"Cancelled"
"169",10535839,2021-03-08,2021-03-08,5,2,4,"Agencia_10",49,"Confirmed"
"170",10537034,2021-03-08,2021-03-08,1,1,4,"Agencia_10",36.02,"Cancelled"
"171",10546896,2021-03-11,2021-03-11,1,2,4,"Agencia_10",36.6,"Cancelled"
"172",10538694,2021-03-09,2021-03-09,1,1,4,"Agencia_10",35.94,"Cancelled"
"173",10814319,2021-05-15,2021-05-15,1,2,4,"Agencia_10",31.21,"Cancelled"
"174",10814370,2021-05-15,2021-05-15,1,2,4,"Agencia_10",55.11,"Cancelled"
"175",10543616,2021-03-10,2021-03-10,1,1,4,"Agencia_10",44.1,"Confirmed"
"176",10516561,2021-03-03,2021-03-06,1,2,4,"Agencia_10",47,"Cancelled"
"177",10532475,2021-03-07,2021-03-07,1,2,4,"Agencia_10",44.1,"Cancelled"
"178",10814515,2021-05-15,2021-05-15,1,2,4,"Agencia_10",55.11,"Cancelled"
"179",10533070,2021-03-07,2021-03-13,1,2,4,"Agencia_10",44.1,"Confirmed"
"180",10544667,2021-03-10,2021-03-10,1,1,4,"Agencia_10",42.5,"Cancelled"
"181",10465646,2021-02-15,2021-05-15,3,2,4,"Agencia_10",44.0533333333333,"Confirmed"
"182",10482204,2021-02-20,2021-05-14,2,2,4,"Agencia_10",50.4,"Confirmed"
"183",10482206,2021-02-20,2021-05-14,2,3,4,"Agencia_10",68.4,"Confirmed"
"184",10534465,2021-03-08,2021-03-13,1,2,4,"Agencia_10",44.1,"Cancelled"
"185",10535293,2021-03-08,2021-03-08,3,2,4,"Agencia_10",44.1,"Cancelled"
"186",10575095,2021-03-18,2021-03-18,1,1,4,"Agencia_10",36.1,"Cancelled"
"187",10484566,2021-02-21,2021-04-08,3,2,4,"Agencia_10",48.5633333333333,"Confirmed"
"188",10392724,2021-01-19,2021-05-20,24,2,4,"Agencia_10",3.43458333333333,"Confirmed"
"189",11065988,2021-06-24,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"190",11065989,2021-06-24,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"191",11066183,2021-06-24,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"192",11066184,2021-06-24,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"193",11075359,2021-06-26,2021-06-26,1,2,4,"Agencia_10",71,"Cancelled"
"194",11069574,2021-06-25,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"195",11069557,2021-06-25,2021-06-26,1,2,4,"Agencia_10",71,"Cancelled"
"196",11069560,2021-06-25,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"197",11069561,2021-06-25,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"198",11069576,2021-06-25,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"199",11069558,2021-06-25,2021-06-26,1,2,4,"Agencia_10",71,"Cancelled"
"200",11064401,2021-06-24,2021-06-26,1,3,4,"Agencia_10",68.61,"Cancelled"
"201",11064433,2021-06-24,2021-06-26,1,2,4,"Agencia_10",71,"Cancelled"
"202",11064434,2021-06-24,2021-06-26,1,3,4,"Agencia_10",68.61,"Cancelled"
"203",11069562,2021-06-25,2021-06-26,1,2,4,"Agencia_10",80.1,"Cancelled"
"204",11615723,2021-09-11,2021-09-11,1,2,4,"Agencia_10",108.99,"Cancelled"
"205",11721687,2021-09-24,2021-09-24,1,2,4,"Agencia_10",41.12,"Cancelled"
"206",11721685,2021-09-24,2021-09-25,1,2,4,"Agencia_10",41.12,"Cancelled"
"207",11836871,2021-10-07,2021-10-09,1,3,4,"Agencia_10",194.99,"Cancelled"
"208",11836870,2021-10-07,2021-10-09,2,3,4,"Agencia_10",60.605,"Cancelled"
"209",11837875,2021-10-07,2021-10-09,3,3,4,"Agencia_10",50.5066666666667,"Cancelled"
"210",11950867,2021-10-20,2021-10-20,1,1,4,"Agencia_10",60,"Cancelled"
"211",11950871,2021-10-20,2021-10-20,1,2,4,"Agencia_10",70.99,"Cancelled"
"212",11954115,2021-10-20,2021-10-20,1,1,4,"Agencia_10",68,"Cancelled"
"213",12148104,2021-11-12,2021-11-13,1,2,4,"Agencia_10",191,"Cancelled"
"214",12148105,2021-11-12,2021-11-12,3,2,4,"Agencia_10",159.003333333333,"Cancelled"
"215",12150094,2021-11-12,2021-11-13,2,2,4,"Agencia_10",159,"Cancelled"
"216",12148952,2021-11-12,2021-11-13,1,2,4,"Agencia_10",33.89,"Cancelled"
"217",12150093,2021-11-12,2021-11-12,2,2,4,"Agencia_10",206.505,"Cancelled"
"218",10199786,2020-11-08,2022-03-17,2,2,4,"Agencia_10",125.605,"Confirmed"
"219",13475227,2022-04-17,2022-04-17,1,2,4,"Agencia_10",83.7,"Cancelled"
"220",13734892,2022-05-10,2022-05-10,1,2,4,"Agencia_10",71.47,"Cancelled"
"221",13734903,2022-05-10,2022-05-10,1,2,4,"Agencia_10",71.47,"Cancelled"
"222",11420887,2021-08-15,2022-04-28,1,2,14,"Agencia_8",53.3,"Confirmed"
"223",11423006,2021-08-15,2021-08-15,1,2,14,"Agencia_8",72.77,"Cancelled"
"224",11422578,2021-08-15,2021-08-15,1,2,14,"Agencia_8",67.99,"Cancelled"
"225",11419631,2021-08-14,2021-08-15,1,2,14,"Agencia_8",67.99,"Cancelled"
"226",11422350,2021-08-15,2021-08-15,1,2,14,"Agencia_8",72.77,"Cancelled"
"227",11422988,2021-08-15,2021-08-15,1,2,14,"Agencia_8",72.77,"Cancelled"
"228",11422995,2021-08-15,2021-08-15,1,2,14,"Agencia_8",72.77,"Cancelled"
"229",11426630,2021-08-16,2021-08-16,1,2,14,"Agencia_8",88.07,"Cancelled"
"230",11430265,2021-08-16,2021-08-20,2,3,13,"Agencia_8",113.19,"Cancelled"
"231",10237370,2020-11-23,2021-06-28,2,3,14,"Agencia_8",44.67,"Confirmed"
"232",10237371,2020-11-23,2021-06-28,2,3,14,"Agencia_8",44.67,"Confirmed"
"233",10237372,2020-11-23,2021-06-28,2,3,14,"Agencia_8",44.67,"Confirmed"
"234",11432550,2021-08-17,2021-08-22,2,3,14,"Agencia_8",96.86,"Cancelled"
"235",10253360,2020-11-29,2021-06-03,1,2,14,"Agencia_8",59.76,"Confirmed"
"236",11434140,2021-08-17,2021-08-17,2,2,14,"Agencia_8",83.795,"Cancelled"
"237",10310693,2020-12-17,2021-07-06,1,3,14,"Agencia_8",82.02,"Confirmed"
"238",11435122,2021-08-17,2021-08-18,2,2,14,"Agencia_8",80.115,"Cancelled"
"239",10346041,2020-12-31,2021-01-07,1,2,14,"Agencia_8",31.18,"Cancelled"
"240",10352507,2021-01-03,2021-01-27,2,2,14,"Agencia_8",31.18,"Confirmed"
"241",11435504,2021-08-17,2021-08-17,1,2,14,"Agencia_8",87.47,"Cancelled"
"242",10376427,2021-01-12,2021-01-13,1,2,14,"Agencia_8",39.17,"Cancelled"
"243",10393278,2021-01-19,2021-02-13,1,2,14,"Agencia_8",43.56,"Confirmed"
"244",10378051,2021-01-13,2021-02-10,2,2,14,"Agencia_8",31.18,"Confirmed"
"245",10397502,2021-01-20,2021-01-20,1,2,14,"Agencia_8",42.37,"Cancelled"
"246",10397513,2021-01-20,2021-01-20,1,2,14,"Agencia_8",42.37,"Cancelled"
"247",10397501,2021-01-20,2021-01-20,1,2,14,"Agencia_8",42.37,"Cancelled"
"248",11431096,2021-08-16,2021-08-17,2,2,14,"Agencia_8",104.375,"Cancelled"
"249",11426804,2021-08-16,2021-08-17,2,2,14,"Agencia_8",95.92,"Cancelled"
"250",10398044,2021-01-20,2021-01-20,1,1,14,"Agencia_8",41.56,"Cancelled"
"251",11445238,2021-08-18,2021-08-19,1,2,14,"Agencia_8",80.11,"Cancelled"
"252",10423639,2021-01-31,2021-02-05,1,2,14,"Agencia_8",39.17,"Cancelled"
"253",11441348,2021-08-18,2021-08-19,3,2,14,"Agencia_8",97.27,"Cancelled"
"254",10413431,2021-01-27,2021-12-22,2,2,14,"Agencia_8",23.385,"Confirmed"
"255",11436250,2021-08-17,2021-08-19,1,3,14,"Agencia_8",80.32,"Cancelled"
"256",11447954,2021-08-19,2021-08-30,2,3,14,"Agencia_8",29.93,"Cancelled"
"257",11442547,2021-08-18,2021-09-02,3,3,14,"Agencia_8",95.0233333333333,"Cancelled"
"258",10468697,2021-02-16,2021-02-21,2,2,14,"Agencia_8",49.705,"Confirmed"
"259",10486413,2021-02-22,2021-12-17,3,3,14,"Agencia_8",43.9866666666667,"Cancelled"
"260",11449918,2021-08-19,2021-08-19,1,2,14,"Agencia_8",80.11,"Cancelled"
"261",11450718,2021-08-19,2021-08-20,2,2,14,"Agencia_8",101.075,"Cancelled"
"262",11451028,2021-08-19,2021-08-20,2,2,14,"Agencia_8",101.075,"Cancelled"
"263",11453797,2021-08-19,2021-08-19,7,2,14,"Agencia_8",90.1,"Cancelled"
"264",11454375,2021-08-19,2021-08-20,2,2,14,"Agencia_8",105.84,"Cancelled"
"265",11456136,2021-08-20,2021-08-23,2,3,4,"Agencia_8",60.01,"Cancelled"
"266",11456304,2021-08-20,2021-08-21,1,2,14,"Agencia_8",109.51,"Cancelled"
"267",11457249,2021-08-20,2021-08-21,2,2,14,"Agencia_8",82.685,"Confirmed"
"268",11459218,2021-08-20,2021-08-22,2,2,14,"Agencia_8",60.635,"Cancelled"
"269",11459219,2021-08-20,2021-08-22,2,2,14,"Agencia_8",60.635,"Cancelled"
"270",11462476,2021-08-21,2021-08-21,5,2,14,"Agencia_8",33.078,"Cancelled"
"271",11461400,2021-08-21,2021-08-21,1,2,14,"Agencia_8",87.46,"Cancelled"
"272",11465795,2021-08-22,2021-08-23,3,3,14,"Agencia_8",70.6,"Cancelled"
"273",11465796,2021-08-22,2021-08-23,2,1,14,"Agencia_8",62.325,"Cancelled"
"274",11465798,2021-08-22,2021-08-23,3,3,14,"Agencia_8",78.4733333333333,"Cancelled"
"275",11465797,2021-08-22,2021-08-23,5,3,14,"Agencia_8",83.774,"Cancelled"
"276",11465783,2021-08-22,2021-08-22,3,2,14,"Agencia_8",64.5566666666667,"Cancelled"
"277",11465229,2021-08-21,2021-08-22,1,2,14,"Agencia_8",53.28,"Cancelled"
"278",11444648,2021-08-18,2021-08-21,3,2,14,"Agencia_8",93.84,"Cancelled"
"279",11466180,2021-08-22,2021-08-22,3,2,14,"Agencia_8",69.3333333333333,"Cancelled"
"280",11467991,2021-08-22,2021-08-22,2,2,14,"Agencia_8",65.41,"Cancelled"
"281",11467113,2021-08-22,2021-08-22,1,2,14,"Agencia_8",53.28,"Cancelled"
"282",11466692,2021-08-22,2021-08-27,2,1,14,"Agencia_8",88.75,"Cancelled"
"283",9950314,2020-08-27,2021-06-02,3,2,14,"Agencia_8",56.58,"Confirmed"
"284",11454268,2021-08-19,2021-08-20,3,2,14,"Agencia_8",92.3633333333333,"Cancelled"
"285",11467287,2021-08-22,2021-08-22,1,2,14,"Agencia_8",58.06,"Cancelled"
"286",11469698,2021-08-22,2021-08-23,1,2,14,"Agencia_8",72.76,"Cancelled"
"287",11471396,2021-08-23,2021-08-30,2,1,14,"Agencia_8",55.68,"Cancelled"
"288",11471371,2021-08-23,2021-08-26,2,2,14,"Agencia_8",72.4,"Cancelled"
"289",11470454,2021-08-23,2021-08-24,2,2,14,"Agencia_8",77.17,"Cancelled"
"290",11470370,2021-08-23,2021-08-25,8,3,12,"Agencia_8",61.06375,"Cancelled"
"291",11470371,2021-08-23,2021-08-26,2,3,14,"Agencia_8",86.58,"Cancelled"
"292",11470480,2021-08-23,2021-09-03,1,2,14,"Agencia_8",94.8,"Cancelled"
"293",11470367,2021-08-23,2021-08-25,2,3,12,"Agencia_8",78.46,"Cancelled"
"294",11474915,2021-08-23,2021-09-04,3,3,14,"Agencia_8",91.1366666666667,"Cancelled"
